normalization,clustering_type,weight_type,tol,regret_min_pct,regret_median_pct,regret_max_pct,regret_range_pct,median_time_s
minmax,conical_hull,convex,1.0e-5,1.2257349217483782,1.2257349217483782,1.2257349217483782,0.0,0.068161375
minmax,conical_hull,convex,0.0001,1.2257547398126345,1.2257547398126345,1.2257547398126345,0.0,0.050655667
minmax,conical_hull,convex,0.001,1.2254465552747007,1.2254465552747007,1.2254465552747007,0.0,0.049916166000000005
minmax,conical_hull,convex,0.01,1.3314732084973802,1.3314732084973802,1.3314732084973802,0.0,0.046121291
minmax,conical_hull,conical_bounded,1.0e-5,1.2257351008013062,1.2257351008013062,1.2257351008013062,0.0,0.051408958
minmax,conical_hull,conical_bounded,0.0001,1.225756165699754,1.225756165699754,1.225756165699754,0.0,0.049315501
minmax,conical_hull,conical_bounded,0.001,1.2254664413490879,1.2254664413490879,1.2254664413490879,0.0,0.048091626
minmax,conical_hull,conical_bounded,0.01,1.2255802334430133,1.2255802334430133,1.2255802334430133,0.0,0.047911918
minmax,conical_hull,conical,1.0e-5,4.214824624046343,4.214824624046343,4.214824624046343,0.0,0.049287624
minmax,conical_hull,conical,0.0001,4.2149218407658395,4.2149218407658395,4.2149218407658395,0.0,0.047748167
minmax,conical_hull,conical,0.001,4.215176825438616,4.215176825438616,4.215176825438616,0.0,0.048893833
minmax,conical_hull,conical,0.01,4.2218447757867095,4.2218447757867095,4.2218447757867095,0.0,0.046479707999999995
